root_key,source_rows,normalized_source_url,asset_type,root_asset_id,root_asset_name,node_card_id,node_card_name,parent_card_id,recursion_depth,node_role,query_type,nested_card_ids,cte_names,query_file,metadata_file,evidence_status,csv_path,json_path,output_preview_html,lineage_preview_html,row_count,column_count,notes
dashboard-3604,25,https://metabase.curefit.co/dashboard/3604-cross-sell-dashboard?active_end_date=2026-01-31&active_start_date=2025-04-01&business_line=&category=Indoor+Equipment&category=Indoor_Equipment-Strength&cohort=&compare_with_current_date=1&compare_with_current_month=1&consider_active_time=1&consider_city=0&coupon_code=&current_month_active_vs_expired=&current_month_trend=1&date_filter=Month&date_of_month_end_date=&date_of_month_start_date=&first_membership_created_end_date=&first_membership_created_start_date=&is_freebie_order=1&is_fs_member=1&membership_created_end_date=&membership_created_start_date=&month_end_date=&month_start_date=&no_of_month=2&order_end_date=2026-01-31&order_start_date=2026-01-01&service_type=&source=&store_name=&tab=207-visualization&twelve_month_trend=1,dashboard,3604,Cross Sell Dashboard,63795,Quarter Wise Cross Sell User Count,,0,dashboard_card,native,,order_detail|user_count_details|user_details,queries/63795__quarter-wise-cross-sell-user-count.sql,metadata/63795__quarter-wise-cross-sell-user-count.json,query_sql|metadata_json|raw_csv|output_preview_html|lineage_preview_html,results/dashboard-3604__63795__quarter-wise-cross-sell-user-count.csv,results/dashboard-3604__63795__quarter-wise-cross-sell-user-count.json,previews/dashboard-3604__63795__quarter-wise-cross-sell-user-count.html,previews/dashboard-3604__63795__quarter-wise-cross-sell-user-count__lineage.html,31,2,
dashboard-3604,25,https://metabase.curefit.co/dashboard/3604-cross-sell-dashboard?active_end_date=2026-01-31&active_start_date=2025-04-01&business_line=&category=Indoor+Equipment&category=Indoor_Equipment-Strength&cohort=&compare_with_current_date=1&compare_with_current_month=1&consider_active_time=1&consider_city=0&coupon_code=&current_month_active_vs_expired=&current_month_trend=1&date_filter=Month&date_of_month_end_date=&date_of_month_start_date=&first_membership_created_end_date=&first_membership_created_start_date=&is_freebie_order=1&is_fs_member=1&membership_created_end_date=&membership_created_start_date=&month_end_date=&month_start_date=&no_of_month=2&order_end_date=2026-01-31&order_start_date=2026-01-01&service_type=&source=&store_name=&tab=207-visualization&twelve_month_trend=1,dashboard,3604,Cross Sell Dashboard,64443,Current Month Day Wise Cross Sell VS D2C,,0,dashboard_card,native,,final_data,queries/64443__current-month-day-wise-cross-sell-vs-d2c.sql,metadata/64443__current-month-day-wise-cross-sell-vs-d2c.json,query_sql|metadata_json|raw_csv|output_preview_html|lineage_preview_html,results/dashboard-3604__64443__current-month-day-wise-cross-sell-vs-d2c.csv,results/dashboard-3604__64443__current-month-day-wise-cross-sell-vs-d2c.json,previews/dashboard-3604__64443__current-month-day-wise-cross-sell-vs-d2c.html,previews/dashboard-3604__64443__current-month-day-wise-cross-sell-vs-d2c__lineage.html,0,0,
dashboard-3604,25,https://metabase.curefit.co/dashboard/3604-cross-sell-dashboard?active_end_date=2026-01-31&active_start_date=2025-04-01&business_line=&category=Indoor+Equipment&category=Indoor_Equipment-Strength&cohort=&compare_with_current_date=1&compare_with_current_month=1&consider_active_time=1&consider_city=0&coupon_code=&current_month_active_vs_expired=&current_month_trend=1&date_filter=Month&date_of_month_end_date=&date_of_month_start_date=&first_membership_created_end_date=&first_membership_created_start_date=&is_freebie_order=1&is_fs_member=1&membership_created_end_date=&membership_created_start_date=&month_end_date=&month_start_date=&no_of_month=2&order_end_date=2026-01-31&order_start_date=2026-01-01&service_type=&source=&store_name=&tab=207-visualization&twelve_month_trend=1,dashboard,3604,Cross Sell Dashboard,65195,EBO - Cross Sell VS D2C,,0,dashboard_card,native,,,queries/65195__ebo-cross-sell-vs-d2c.sql,metadata/65195__ebo-cross-sell-vs-d2c.json,query_sql|metadata_json|raw_csv|output_preview_html|lineage_preview_html,results/dashboard-3604__65195__ebo-cross-sell-vs-d2c.csv,results/dashboard-3604__65195__ebo-cross-sell-vs-d2c.json,previews/dashboard-3604__65195__ebo-cross-sell-vs-d2c.html,previews/dashboard-3604__65195__ebo-cross-sell-vs-d2c__lineage.html,0,0,
dashboard-3604,25,https://metabase.curefit.co/dashboard/3604-cross-sell-dashboard?active_end_date=2026-01-31&active_start_date=2025-04-01&business_line=&category=Indoor+Equipment&category=Indoor_Equipment-Strength&cohort=&compare_with_current_date=1&compare_with_current_month=1&consider_active_time=1&consider_city=0&coupon_code=&current_month_active_vs_expired=&current_month_trend=1&date_filter=Month&date_of_month_end_date=&date_of_month_start_date=&first_membership_created_end_date=&first_membership_created_start_date=&is_freebie_order=1&is_fs_member=1&membership_created_end_date=&membership_created_start_date=&month_end_date=&month_start_date=&no_of_month=2&order_end_date=2026-01-31&order_start_date=2026-01-01&service_type=&source=&store_name=&tab=207-visualization&twelve_month_trend=1,dashboard,3604,Cross Sell Dashboard,65159,EBO Cross Sell - Majority Service Wise,,0,dashboard_card,native,,,queries/65159__ebo-cross-sell-majority-service-wise.sql,metadata/65159__ebo-cross-sell-majority-service-wise.json,query_sql|metadata_json|raw_csv|output_preview_html|lineage_preview_html,results/dashboard-3604__65159__ebo-cross-sell-majority-service-wise.csv,results/dashboard-3604__65159__ebo-cross-sell-majority-service-wise.json,previews/dashboard-3604__65159__ebo-cross-sell-majority-service-wise.html,previews/dashboard-3604__65159__ebo-cross-sell-majority-service-wise__lineage.html,0,0,
dashboard-3604,25,https://metabase.curefit.co/dashboard/3604-cross-sell-dashboard?active_end_date=2026-01-31&active_start_date=2025-04-01&business_line=&category=Indoor+Equipment&category=Indoor_Equipment-Strength&cohort=&compare_with_current_date=1&compare_with_current_month=1&consider_active_time=1&consider_city=0&coupon_code=&current_month_active_vs_expired=&current_month_trend=1&date_filter=Month&date_of_month_end_date=&date_of_month_start_date=&first_membership_created_end_date=&first_membership_created_start_date=&is_freebie_order=1&is_fs_member=1&membership_created_end_date=&membership_created_start_date=&month_end_date=&month_start_date=&no_of_month=2&order_end_date=2026-01-31&order_start_date=2026-01-01&service_type=&source=&store_name=&tab=207-visualization&twelve_month_trend=1,dashboard,3604,Cross Sell Dashboard,65138,EBO Cross Sell - Cohort Wise,,0,dashboard_card,native,,,queries/65138__ebo-cross-sell-cohort-wise.sql,metadata/65138__ebo-cross-sell-cohort-wise.json,query_sql|metadata_json|raw_csv|output_preview_html|lineage_preview_html,results/dashboard-3604__65138__ebo-cross-sell-cohort-wise.csv,results/dashboard-3604__65138__ebo-cross-sell-cohort-wise.json,previews/dashboard-3604__65138__ebo-cross-sell-cohort-wise.html,previews/dashboard-3604__65138__ebo-cross-sell-cohort-wise__lineage.html,0,0,
dashboard-3604,25,https://metabase.curefit.co/dashboard/3604-cross-sell-dashboard?active_end_date=2026-01-31&active_start_date=2025-04-01&business_line=&category=Indoor+Equipment&category=Indoor_Equipment-Strength&cohort=&compare_with_current_date=1&compare_with_current_month=1&consider_active_time=1&consider_city=0&coupon_code=&current_month_active_vs_expired=&current_month_trend=1&date_filter=Month&date_of_month_end_date=&date_of_month_start_date=&first_membership_created_end_date=&first_membership_created_start_date=&is_freebie_order=1&is_fs_member=1&membership_created_end_date=&membership_created_start_date=&month_end_date=&month_start_date=&no_of_month=2&order_end_date=2026-01-31&order_start_date=2026-01-01&service_type=&source=&store_name=&tab=207-visualization&twelve_month_trend=1,dashboard,3604,Cross Sell Dashboard,64117,EBO Cross Sell - Month_Store Wise,,0,dashboard_card,native,,,queries/64117__ebo-cross-sell-month-store-wise.sql,metadata/64117__ebo-cross-sell-month-store-wise.json,query_sql|metadata_json|raw_csv|output_preview_html|lineage_preview_html,results/dashboard-3604__64117__ebo-cross-sell-month-store-wise.csv,results/dashboard-3604__64117__ebo-cross-sell-month-store-wise.json,previews/dashboard-3604__64117__ebo-cross-sell-month-store-wise.html,previews/dashboard-3604__64117__ebo-cross-sell-month-store-wise__lineage.html,0,0,
dashboard-3604,25,https://metabase.curefit.co/dashboard/3604-cross-sell-dashboard?active_end_date=2026-01-31&active_start_date=2025-04-01&business_line=&category=Indoor+Equipment&category=Indoor_Equipment-Strength&cohort=&compare_with_current_date=1&compare_with_current_month=1&consider_active_time=1&consider_city=0&coupon_code=&current_month_active_vs_expired=&current_month_trend=1&date_filter=Month&date_of_month_end_date=&date_of_month_start_date=&first_membership_created_end_date=&first_membership_created_start_date=&is_freebie_order=1&is_fs_member=1&membership_created_end_date=&membership_created_start_date=&month_end_date=&month_start_date=&no_of_month=2&order_end_date=2026-01-31&order_start_date=2026-01-01&service_type=&source=&store_name=&tab=207-visualization&twelve_month_trend=1,dashboard,3604,Cross Sell Dashboard,65196,EBO - Category Wise Cross Sell VS D2C,,0,dashboard_card,native,,combined_data,queries/65196__ebo-category-wise-cross-sell-vs-d2c.sql,metadata/65196__ebo-category-wise-cross-sell-vs-d2c.json,query_sql|metadata_json|raw_csv|output_preview_html|lineage_preview_html,results/dashboard-3604__65196__ebo-category-wise-cross-sell-vs-d2c.csv,results/dashboard-3604__65196__ebo-category-wise-cross-sell-vs-d2c.json,previews/dashboard-3604__65196__ebo-category-wise-cross-sell-vs-d2c.html,previews/dashboard-3604__65196__ebo-category-wise-cross-sell-vs-d2c__lineage.html,0,0,
dashboard-3604,25,https://metabase.curefit.co/dashboard/3604-cross-sell-dashboard?active_end_date=2026-01-31&active_start_date=2025-04-01&business_line=&category=Indoor+Equipment&category=Indoor_Equipment-Strength&cohort=&compare_with_current_date=1&compare_with_current_month=1&consider_active_time=1&consider_city=0&coupon_code=&current_month_active_vs_expired=&current_month_trend=1&date_filter=Month&date_of_month_end_date=&date_of_month_start_date=&first_membership_created_end_date=&first_membership_created_start_date=&is_freebie_order=1&is_fs_member=1&membership_created_end_date=&membership_created_start_date=&month_end_date=&month_start_date=&no_of_month=2&order_end_date=2026-01-31&order_start_date=2026-01-01&service_type=&source=&store_name=&tab=207-visualization&twelve_month_trend=1,dashboard,3604,Cross Sell Dashboard,65198,EBO Cross Sell - Category Wise,,0,dashboard_card,native,,,queries/65198__ebo-cross-sell-category-wise.sql,metadata/65198__ebo-cross-sell-category-wise.json,query_sql|metadata_json|raw_csv|output_preview_html|lineage_preview_html,results/dashboard-3604__65198__ebo-cross-sell-category-wise.csv,results/dashboard-3604__65198__ebo-cross-sell-category-wise.json,previews/dashboard-3604__65198__ebo-cross-sell-category-wise.html,previews/dashboard-3604__65198__ebo-cross-sell-category-wise__lineage.html,0,0,
dashboard-3604,25,https://metabase.curefit.co/dashboard/3604-cross-sell-dashboard?active_end_date=2026-01-31&active_start_date=2025-04-01&business_line=&category=Indoor+Equipment&category=Indoor_Equipment-Strength&cohort=&compare_with_current_date=1&compare_with_current_month=1&consider_active_time=1&consider_city=0&coupon_code=&current_month_active_vs_expired=&current_month_trend=1&date_filter=Month&date_of_month_end_date=&date_of_month_start_date=&first_membership_created_end_date=&first_membership_created_start_date=&is_freebie_order=1&is_fs_member=1&membership_created_end_date=&membership_created_start_date=&month_end_date=&month_start_date=&no_of_month=2&order_end_date=2026-01-31&order_start_date=2026-01-01&service_type=&source=&store_name=&tab=207-visualization&twelve_month_trend=1,dashboard,3604,Cross Sell Dashboard,65123,EBO Cross Sell - Store_Category Wise,,0,dashboard_card,native,,,queries/65123__ebo-cross-sell-store-category-wise.sql,metadata/65123__ebo-cross-sell-store-category-wise.json,query_sql|metadata_json|raw_csv|output_preview_html|lineage_preview_html,results/dashboard-3604__65123__ebo-cross-sell-store-category-wise.csv,results/dashboard-3604__65123__ebo-cross-sell-store-category-wise.json,previews/dashboard-3604__65123__ebo-cross-sell-store-category-wise.html,previews/dashboard-3604__65123__ebo-cross-sell-store-category-wise__lineage.html,0,0,
dashboard-3604,25,https://metabase.curefit.co/dashboard/3604-cross-sell-dashboard?active_end_date=2026-01-31&active_start_date=2025-04-01&business_line=&category=Indoor+Equipment&category=Indoor_Equipment-Strength&cohort=&compare_with_current_date=1&compare_with_current_month=1&consider_active_time=1&consider_city=0&coupon_code=&current_month_active_vs_expired=&current_month_trend=1&date_filter=Month&date_of_month_end_date=&date_of_month_start_date=&first_membership_created_end_date=&first_membership_created_start_date=&is_freebie_order=1&is_fs_member=1&membership_created_end_date=&membership_created_start_date=&month_end_date=&month_start_date=&no_of_month=2&order_end_date=2026-01-31&order_start_date=2026-01-01&service_type=&source=&store_name=&tab=207-visualization&twelve_month_trend=1,dashboard,3604,Cross Sell Dashboard,65124,EBO Cross Sell - Store Wise,,0,dashboard_card,native,,,queries/65124__ebo-cross-sell-store-wise.sql,metadata/65124__ebo-cross-sell-store-wise.json,query_sql|metadata_json|raw_csv|output_preview_html|lineage_preview_html,results/dashboard-3604__65124__ebo-cross-sell-store-wise.csv,results/dashboard-3604__65124__ebo-cross-sell-store-wise.json,previews/dashboard-3604__65124__ebo-cross-sell-store-wise.html,previews/dashboard-3604__65124__ebo-cross-sell-store-wise__lineage.html,0,0,
dashboard-3604,25,https://metabase.curefit.co/dashboard/3604-cross-sell-dashboard?active_end_date=2026-01-31&active_start_date=2025-04-01&business_line=&category=Indoor+Equipment&category=Indoor_Equipment-Strength&cohort=&compare_with_current_date=1&compare_with_current_month=1&consider_active_time=1&consider_city=0&coupon_code=&current_month_active_vs_expired=&current_month_trend=1&date_filter=Month&date_of_month_end_date=&date_of_month_start_date=&first_membership_created_end_date=&first_membership_created_start_date=&is_freebie_order=1&is_fs_member=1&membership_created_end_date=&membership_created_start_date=&month_end_date=&month_start_date=&no_of_month=2&order_end_date=2026-01-31&order_start_date=2026-01-01&service_type=&source=&store_name=&tab=207-visualization&twelve_month_trend=1,dashboard,3604,Cross Sell Dashboard,65122,EBO Cross Sell - Month_Store_Category Wise,,0,dashboard_card,native,,,queries/65122__ebo-cross-sell-month-store-category-wise.sql,metadata/65122__ebo-cross-sell-month-store-category-wise.json,query_sql|metadata_json|raw_csv|output_preview_html|lineage_preview_html,results/dashboard-3604__65122__ebo-cross-sell-month-store-category-wise.csv,results/dashboard-3604__65122__ebo-cross-sell-month-store-category-wise.json,previews/dashboard-3604__65122__ebo-cross-sell-month-store-category-wise.html,previews/dashboard-3604__65122__ebo-cross-sell-month-store-category-wise__lineage.html,0,0,
dashboard-3604,25,https://metabase.curefit.co/dashboard/3604-cross-sell-dashboard?active_end_date=2026-01-31&active_start_date=2025-04-01&business_line=&category=Indoor+Equipment&category=Indoor_Equipment-Strength&cohort=&compare_with_current_date=1&compare_with_current_month=1&consider_active_time=1&consider_city=0&coupon_code=&current_month_active_vs_expired=&current_month_trend=1&date_filter=Month&date_of_month_end_date=&date_of_month_start_date=&first_membership_created_end_date=&first_membership_created_start_date=&is_freebie_order=1&is_fs_member=1&membership_created_end_date=&membership_created_start_date=&month_end_date=&month_start_date=&no_of_month=2&order_end_date=2026-01-31&order_start_date=2026-01-01&service_type=&source=&store_name=&tab=207-visualization&twelve_month_trend=1,dashboard,3604,Cross Sell Dashboard,65202,EBO - Cross-Sell Trend – Last 12 Months,,0,dashboard_card,native,,,queries/65202__ebo-cross-sell-trend-last-12-months.sql,metadata/65202__ebo-cross-sell-trend-last-12-months.json,query_sql|metadata_json|raw_csv|output_preview_html|lineage_preview_html,results/dashboard-3604__65202__ebo-cross-sell-trend-last-12-months.csv,results/dashboard-3604__65202__ebo-cross-sell-trend-last-12-months.json,previews/dashboard-3604__65202__ebo-cross-sell-trend-last-12-months.html,previews/dashboard-3604__65202__ebo-cross-sell-trend-last-12-months__lineage.html,0,0,
dashboard-3604,25,https://metabase.curefit.co/dashboard/3604-cross-sell-dashboard?active_end_date=2026-01-31&active_start_date=2025-04-01&business_line=&category=Indoor+Equipment&category=Indoor_Equipment-Strength&cohort=&compare_with_current_date=1&compare_with_current_month=1&consider_active_time=1&consider_city=0&coupon_code=&current_month_active_vs_expired=&current_month_trend=1&date_filter=Month&date_of_month_end_date=&date_of_month_start_date=&first_membership_created_end_date=&first_membership_created_start_date=&is_freebie_order=1&is_fs_member=1&membership_created_end_date=&membership_created_start_date=&month_end_date=&month_start_date=&no_of_month=2&order_end_date=2026-01-31&order_start_date=2026-01-01&service_type=&source=&store_name=&tab=207-visualization&twelve_month_trend=1,dashboard,3604,Cross Sell Dashboard,65204,Cross Sell VS D2C,,0,dashboard_card,native,,,queries/65204__cross-sell-vs-d2c.sql,metadata/65204__cross-sell-vs-d2c.json,query_sql|metadata_json|raw_csv|output_preview_html|lineage_preview_html,results/dashboard-3604__65204__cross-sell-vs-d2c.csv,results/dashboard-3604__65204__cross-sell-vs-d2c.json,previews/dashboard-3604__65204__cross-sell-vs-d2c.html,previews/dashboard-3604__65204__cross-sell-vs-d2c__lineage.html,0,0,
dashboard-3604,25,https://metabase.curefit.co/dashboard/3604-cross-sell-dashboard?active_end_date=2026-01-31&active_start_date=2025-04-01&business_line=&category=Indoor+Equipment&category=Indoor_Equipment-Strength&cohort=&compare_with_current_date=1&compare_with_current_month=1&consider_active_time=1&consider_city=0&coupon_code=&current_month_active_vs_expired=&current_month_trend=1&date_filter=Month&date_of_month_end_date=&date_of_month_start_date=&first_membership_created_end_date=&first_membership_created_start_date=&is_freebie_order=1&is_fs_member=1&membership_created_end_date=&membership_created_start_date=&month_end_date=&month_start_date=&no_of_month=2&order_end_date=2026-01-31&order_start_date=2026-01-01&service_type=&source=&store_name=&tab=207-visualization&twelve_month_trend=1,dashboard,3604,Cross Sell Dashboard,66102,Source Wise Cross Sell VS D2C,,0,dashboard_card,native,,combined_data,queries/66102__source-wise-cross-sell-vs-d2c.sql,metadata/66102__source-wise-cross-sell-vs-d2c.json,query_sql|metadata_json|raw_csv|output_preview_html|lineage_preview_html,results/dashboard-3604__66102__source-wise-cross-sell-vs-d2c.csv,results/dashboard-3604__66102__source-wise-cross-sell-vs-d2c.json,previews/dashboard-3604__66102__source-wise-cross-sell-vs-d2c.html,previews/dashboard-3604__66102__source-wise-cross-sell-vs-d2c__lineage.html,0,0,
dashboard-3604,25,https://metabase.curefit.co/dashboard/3604-cross-sell-dashboard?active_end_date=2026-01-31&active_start_date=2025-04-01&business_line=&category=Indoor+Equipment&category=Indoor_Equipment-Strength&cohort=&compare_with_current_date=1&compare_with_current_month=1&consider_active_time=1&consider_city=0&coupon_code=&current_month_active_vs_expired=&current_month_trend=1&date_filter=Month&date_of_month_end_date=&date_of_month_start_date=&first_membership_created_end_date=&first_membership_created_start_date=&is_freebie_order=1&is_fs_member=1&membership_created_end_date=&membership_created_start_date=&month_end_date=&month_start_date=&no_of_month=2&order_end_date=2026-01-31&order_start_date=2026-01-01&service_type=&source=&store_name=&tab=207-visualization&twelve_month_trend=1,dashboard,3604,Cross Sell Dashboard,66114,Active VS Expired GMV  Summary,,0,dashboard_card,native,,,queries/66114__active-vs-expired-gmv-summary.sql,metadata/66114__active-vs-expired-gmv-summary.json,query_sql|metadata_json|raw_csv|output_preview_html|lineage_preview_html,results/dashboard-3604__66114__active-vs-expired-gmv-summary.csv,results/dashboard-3604__66114__active-vs-expired-gmv-summary.json,previews/dashboard-3604__66114__active-vs-expired-gmv-summary.html,previews/dashboard-3604__66114__active-vs-expired-gmv-summary__lineage.html,0,0,
dashboard-3604,25,https://metabase.curefit.co/dashboard/3604-cross-sell-dashboard?active_end_date=2026-01-31&active_start_date=2025-04-01&business_line=&category=Indoor+Equipment&category=Indoor_Equipment-Strength&cohort=&compare_with_current_date=1&compare_with_current_month=1&consider_active_time=1&consider_city=0&coupon_code=&current_month_active_vs_expired=&current_month_trend=1&date_filter=Month&date_of_month_end_date=&date_of_month_start_date=&first_membership_created_end_date=&first_membership_created_start_date=&is_freebie_order=1&is_fs_member=1&membership_created_end_date=&membership_created_start_date=&month_end_date=&month_start_date=&no_of_month=2&order_end_date=2026-01-31&order_start_date=2026-01-01&service_type=&source=&store_name=&tab=207-visualization&twelve_month_trend=1,dashboard,3604,Cross Sell Dashboard,66134,Active VS Expired GMV  Summary  – Last 12 Months,,0,dashboard_card,native,,,queries/66134__active-vs-expired-gmv-summary-last-12-months.sql,metadata/66134__active-vs-expired-gmv-summary-last-12-months.json,query_sql|metadata_json|raw_csv|output_preview_html|lineage_preview_html,results/dashboard-3604__66134__active-vs-expired-gmv-summary-last-12-months.csv,results/dashboard-3604__66134__active-vs-expired-gmv-summary-last-12-months.json,previews/dashboard-3604__66134__active-vs-expired-gmv-summary-last-12-months.html,previews/dashboard-3604__66134__active-vs-expired-gmv-summary-last-12-months__lineage.html,0,0,
dashboard-3604,25,https://metabase.curefit.co/dashboard/3604-cross-sell-dashboard?active_end_date=2026-01-31&active_start_date=2025-04-01&business_line=&category=Indoor+Equipment&category=Indoor_Equipment-Strength&cohort=&compare_with_current_date=1&compare_with_current_month=1&consider_active_time=1&consider_city=0&coupon_code=&current_month_active_vs_expired=&current_month_trend=1&date_filter=Month&date_of_month_end_date=&date_of_month_start_date=&first_membership_created_end_date=&first_membership_created_start_date=&is_freebie_order=1&is_fs_member=1&membership_created_end_date=&membership_created_start_date=&month_end_date=&month_start_date=&no_of_month=2&order_end_date=2026-01-31&order_start_date=2026-01-01&service_type=&source=&store_name=&tab=207-visualization&twelve_month_trend=1,dashboard,3604,Cross Sell Dashboard,65637,EBO -  Cross Sell Market Size,,0,dashboard_card,native,,attributed_users|booking_fact|center_dim|combined_user|cross_sell_orders|cross_sell_user_gmv|ebo_store|filtered_booking_fact|filtered_centers|fs_cohort_active|fs_cohort_expired|fs_cohorts|membership_dim|non_attributes_users,queries/65637__ebo-cross-sell-market-size.sql,metadata/65637__ebo-cross-sell-market-size.json,query_sql|metadata_json|result_blocked,,,,,,,The read operation timed out
dashboard-3604,25,https://metabase.curefit.co/dashboard/3604-cross-sell-dashboard?active_end_date=2026-01-31&active_start_date=2025-04-01&business_line=&category=Indoor+Equipment&category=Indoor_Equipment-Strength&cohort=&compare_with_current_date=1&compare_with_current_month=1&consider_active_time=1&consider_city=0&coupon_code=&current_month_active_vs_expired=&current_month_trend=1&date_filter=Month&date_of_month_end_date=&date_of_month_start_date=&first_membership_created_end_date=&first_membership_created_start_date=&is_freebie_order=1&is_fs_member=1&membership_created_end_date=&membership_created_start_date=&month_end_date=&month_start_date=&no_of_month=2&order_end_date=2026-01-31&order_start_date=2026-01-01&service_type=&source=&store_name=&tab=207-visualization&twelve_month_trend=1,dashboard,3604,Cross Sell Dashboard,63751,Age Wise Cross Sell,,0,dashboard_card,native,,age_calculated|final_data,queries/63751__age-wise-cross-sell.sql,metadata/63751__age-wise-cross-sell.json,query_sql|metadata_json|raw_csv|output_preview_html|lineage_preview_html,results/dashboard-3604__63751__age-wise-cross-sell.csv,results/dashboard-3604__63751__age-wise-cross-sell.json,previews/dashboard-3604__63751__age-wise-cross-sell.html,previews/dashboard-3604__63751__age-wise-cross-sell__lineage.html,0,0,
dashboard-3604,25,https://metabase.curefit.co/dashboard/3604-cross-sell-dashboard?active_end_date=2026-01-31&active_start_date=2025-04-01&business_line=&category=Indoor+Equipment&category=Indoor_Equipment-Strength&cohort=&compare_with_current_date=1&compare_with_current_month=1&consider_active_time=1&consider_city=0&coupon_code=&current_month_active_vs_expired=&current_month_trend=1&date_filter=Month&date_of_month_end_date=&date_of_month_start_date=&first_membership_created_end_date=&first_membership_created_start_date=&is_freebie_order=1&is_fs_member=1&membership_created_end_date=&membership_created_start_date=&month_end_date=&month_start_date=&no_of_month=2&order_end_date=2026-01-31&order_start_date=2026-01-01&service_type=&source=&store_name=&tab=207-visualization&twelve_month_trend=1,dashboard,3604,Cross Sell Dashboard,63743,Gender Wise Cross Sell,,0,dashboard_card,native,,final_data,queries/63743__gender-wise-cross-sell.sql,metadata/63743__gender-wise-cross-sell.json,query_sql|metadata_json|raw_csv|output_preview_html|lineage_preview_html,results/dashboard-3604__63743__gender-wise-cross-sell.csv,results/dashboard-3604__63743__gender-wise-cross-sell.json,previews/dashboard-3604__63743__gender-wise-cross-sell.html,previews/dashboard-3604__63743__gender-wise-cross-sell__lineage.html,0,0,
dashboard-3604,25,https://metabase.curefit.co/dashboard/3604-cross-sell-dashboard?active_end_date=2026-01-31&active_start_date=2025-04-01&business_line=&category=Indoor+Equipment&category=Indoor_Equipment-Strength&cohort=&compare_with_current_date=1&compare_with_current_month=1&consider_active_time=1&consider_city=0&coupon_code=&current_month_active_vs_expired=&current_month_trend=1&date_filter=Month&date_of_month_end_date=&date_of_month_start_date=&first_membership_created_end_date=&first_membership_created_start_date=&is_freebie_order=1&is_fs_member=1&membership_created_end_date=&membership_created_start_date=&month_end_date=&month_start_date=&no_of_month=2&order_end_date=2026-01-31&order_start_date=2026-01-01&service_type=&source=&store_name=&tab=207-visualization&twelve_month_trend=1,dashboard,3604,Cross Sell Dashboard,68056,Article Type wise comparison,,0,dashboard_card,native,,cross_sell_orders,queries/68056__article-type-wise-comparison.sql,metadata/68056__article-type-wise-comparison.json,query_sql|metadata_json|raw_csv|output_preview_html|lineage_preview_html,results/dashboard-3604__68056__article-type-wise-comparison.csv,results/dashboard-3604__68056__article-type-wise-comparison.json,previews/dashboard-3604__68056__article-type-wise-comparison.html,previews/dashboard-3604__68056__article-type-wise-comparison__lineage.html,0,0,
dashboard-3604,25,https://metabase.curefit.co/dashboard/3604-cross-sell-dashboard?active_end_date=2026-01-31&active_start_date=2025-04-01&business_line=&category=Indoor+Equipment&category=Indoor_Equipment-Strength&cohort=&compare_with_current_date=1&compare_with_current_month=1&consider_active_time=1&consider_city=0&coupon_code=&current_month_active_vs_expired=&current_month_trend=1&date_filter=Month&date_of_month_end_date=&date_of_month_start_date=&first_membership_created_end_date=&first_membership_created_start_date=&is_freebie_order=1&is_fs_member=1&membership_created_end_date=&membership_created_start_date=&month_end_date=&month_start_date=&no_of_month=2&order_end_date=2026-01-31&order_start_date=2026-01-01&service_type=&source=&store_name=&tab=207-visualization&twelve_month_trend=1,dashboard,3604,Cross Sell Dashboard,68058,Majority Service Type wise comparison,,0,dashboard_card,native,,cross_sell_orders,queries/68058__majority-service-type-wise-comparison.sql,metadata/68058__majority-service-type-wise-comparison.json,query_sql|metadata_json|raw_csv|output_preview_html|lineage_preview_html,results/dashboard-3604__68058__majority-service-type-wise-comparison.csv,results/dashboard-3604__68058__majority-service-type-wise-comparison.json,previews/dashboard-3604__68058__majority-service-type-wise-comparison.html,previews/dashboard-3604__68058__majority-service-type-wise-comparison__lineage.html,0,0,
dashboard-3604,25,https://metabase.curefit.co/dashboard/3604-cross-sell-dashboard?active_end_date=2026-01-31&active_start_date=2025-04-01&business_line=&category=Indoor+Equipment&category=Indoor_Equipment-Strength&cohort=&compare_with_current_date=1&compare_with_current_month=1&consider_active_time=1&consider_city=0&coupon_code=&current_month_active_vs_expired=&current_month_trend=1&date_filter=Month&date_of_month_end_date=&date_of_month_start_date=&first_membership_created_end_date=&first_membership_created_start_date=&is_freebie_order=1&is_fs_member=1&membership_created_end_date=&membership_created_start_date=&month_end_date=&month_start_date=&no_of_month=2&order_end_date=2026-01-31&order_start_date=2026-01-01&service_type=&source=&store_name=&tab=207-visualization&twelve_month_trend=1,dashboard,3604,Cross Sell Dashboard,68061,Month Wise Membership Purchase Count,,0,dashboard_card,native,,fs_cohorts,queries/68061__month-wise-membership-purchase-count.sql,metadata/68061__month-wise-membership-purchase-count.json,query_sql|metadata_json|raw_csv|output_preview_html|lineage_preview_html,results/dashboard-3604__68061__month-wise-membership-purchase-count.csv,results/dashboard-3604__68061__month-wise-membership-purchase-count.json,previews/dashboard-3604__68061__month-wise-membership-purchase-count.html,previews/dashboard-3604__68061__month-wise-membership-purchase-count__lineage.html,0,0,
